"$submission_id";"$created";"Hvilke roller har du i musikkarbeidet ditt?";"Rolle i musikkproduksjon";"Din situasjon som musiker";"Hvor lang erfaring har du med musikk?";"Hvilken aldersgruppe tilhører du?";"Hovedsjangre du jobber med?.Pop";"Hovedsjangre du jobber med?.Hip hop / RnB";"Hovedsjangre du jobber med?.EDM / elektronisk";"Hovedsjangre du jobber med?.Rock / metal";"Hovedsjangre du jobber med?.Indie / alternativ";"Hovedsjangre du jobber med?.Film-/spillmusikk / mediekomposisjon";"Hovedsjangre du jobber med?.Jazz";"Hovedsjangre du jobber med?.Klassisk ";"Hovedsjangre du jobber med?.Samtidsmusikk";"Hovedsjangre du jobber med?.Annet";"Har du brukt KI i musikk?";"Hva har du brukt KI til?.Idéutvikling (melodier, akkordprogresjoner, beats, loops)";"Hva har du brukt KI til?.Tekst/lyrics";"Hva har du brukt KI til?.Lyddesign (presets, samples, sound design)";"Hva har du brukt KI til?.Mixing / Mastering";"Hva har du brukt KI til?.Markedsføring";"Hva har du brukt KI til?.Demixing";"Hva har du brukt KI til?.Transkribering";"Hva har du brukt KI til?.Vokal (KI-generert sangstemme)";"Hva har du brukt KI til?.Annet (spesifiser):";"Spesifiser hva du har brukt KI til:";"Hvorfor bruker du ikke KI?.Har ikke hatt behov";"Hvorfor bruker du ikke KI?.Vet for lite om KI-verktøy";"Hvorfor bruker du ikke KI?.Foretrekker tradisjonell arbeidsflyt";"Hvorfor bruker du ikke KI?.Stoler ikke på kvaliteten";"Hvorfor bruker du ikke KI?.Etiske eller juridiske bekymringer";"Hvorfor bruker du ikke KI?.Kostnad";"Hvorfor bruker du ikke KI?.Annet";"Hvor ofte bruker du KI i musikk?";"Jeg føler at KI-generert musikk truer min framtid som musiker.";"Jeg er bekymret for at inntektene mine vil synke på grunn av KI.";"KI-verktøy kan gjøre meg mer effektiv i arbeidet mitt.";"Jeg er nysgjerrig på å lære mer om KI-verktøy for musikk.";"KI kan ikke erstatte min kreativitet som musiker.";"Jeg ser først og fremst på KI som et nyttig verktøy, ikke som en konkurrent.";"KI-generert musikk kan være like bra som menneskeskapt musikk";"Hvor sannsynlig er det at du kommer til å bruke KI-verktøy i musikk de neste to årene?";"Hva vil du eventuelt bruke KI til framover?.Idéutvikling (melodier, beats, akkorder)";"Hva vil du eventuelt bruke KI til framover?.Arrangement / strukturering av låter";"Hva vil du eventuelt bruke KI til framover?.Lyddesign / sound design";"Hva vil du eventuelt bruke KI til framover?.Mixing / Mastering";"Hva vil du eventuelt bruke KI til framover?.Tekstarbeid / lyrics";"Hva vil du eventuelt bruke KI til framover?.Forprosjekter/skisser til kunder";"Hva vil du eventuelt bruke KI til framover?.Markedsføring";"Hva vil du eventuelt bruke KI til framover?.Transkribering";"Hva vil du eventuelt bruke KI til framover?.Vokal (KI-generert sangstemme)";"Hva vil du eventuelt bruke KI til framover?.Demixing";"Hva vil du eventuelt bruke KI til framover?.Annet";"Hva vil du eventuelt bruke KI til framover?.Ingen planer om å bruke KI";"Er det noe mer du vil legge til om KI og musikk?";"$answer_time_ms"
"40048062";"2026-01-14T11:53:08+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"1";"1";"0";"0";"";"Helt enig";"Helt enig";"Helt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"102804"
"40048070";"2026-01-14T11:53:18+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"25–34 år";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"1";"1";"0";"0";"0";"0";"";"Helt enig";"Helt enig";"Litt uenig";"Verken enig eller uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"103976"
"40048096";"2026-01-14T11:54:00+01:00";"Annet";"";"";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"1";"1";"0";"0";"";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Helt uenig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"169633"
"40048108";"2026-01-14T11:54:17+01:00";"Artist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"25–34 år";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"1";"1";"0";"0";"";"Litt enig";"Litt enig";"Helt uenig";"Helt uenig";"Litt uenig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"Veldig problematisk med manglende royalty på åndsverk som brukes som treningsdata for KI verktøy, første ting som MÅ løses";"228298"
"40048126";"2026-01-14T11:54:50+01:00";"Artist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"25–34 år";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"1";"0";"0";"";"Helt enig";"Helt enig";"Litt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"84850"
"40048131";"2026-01-14T11:54:59+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"35–44 år";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"1";"1";"0";"0";"";"Verken enig eller uenig";"Verken enig eller uenig";"Verken enig eller uenig";"Litt uenig";"Litt enig";"Helt uenig";"Litt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"117234"
"40048132";"2026-01-14T11:54:59+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"25–34 år";"1";"0";"0";"1";"1";"0";"1";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"1";"1";"0";"1";"";"Litt uenig";"Helt enig";"Litt enig";"Helt enig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Lite sannsynlig";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Min største bekymring om KI og musikk handlar om at kunstig intellegens kan vere eit hinder for å skape genuine utrykk om menneskelege opplevingar og at dette hinderet kan skje både i prossess og i det ferdige utrykket.";"607331"
"40048235";"2026-01-14T11:57:55+01:00";"Artist";"";"Hobby (ingen inntekt fra musikk)";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"1";"0";"0";"";"Helt enig";"Verken enig eller uenig";"Verken enig eller uenig";"Litt enig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Lite sannsynlig";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"";"452392"
"40048242";"2026-01-14T11:58:02+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Ja";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Litt enig";"Helt enig";"Litt uenig";"Verken enig eller uenig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Verken sannsynlig eller usannsynlig";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"154362"
"40048243";"2026-01-14T11:58:02+01:00";"Hobby";"";"";"mer enn 8 år";"45–54 år";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"0";"1";"0";"1";"";"Helt uenig";"Helt uenig";"Helt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Synes KI er fullstendig uinteressant. Det gjør oss bare dummere og dummere, sykere og sykere. Vi har nå blitt så dumme som rase at vi tror KI vil gi oss noe bra. KI er et foreløpig lavmål i menneskets, ja hele klodens evolusjon.";"215687"
"40048299";"2026-01-14T11:59:00+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"45–54 år";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"1";"1";"0";"0";"";"Verken enig eller uenig";"Verken enig eller uenig";"Verken enig eller uenig";"Helt uenig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"122661"
"40048311";"2026-01-14T11:59:15+01:00";"Hobby";"";"";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"1";"";"Helt uenig";"Helt uenig";"Helt uenig";"Helt uenig";"Helt enig";"Litt enig";"Helt uenig";"Lite sannsynlig";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"";"234527"
"40048345";"2026-01-14T11:59:53+01:00";"Låtskriver / komponist";"";"Hobby (ingen inntekt fra musikk)";"mer enn 8 år";"45–54 år";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"1";"0";"0";"";"Litt enig";"Litt enig";"Helt uenig";"Helt uenig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"KI er en pest og en plage.";"211410"
"40048357";"2026-01-14T12:00:26+01:00";"Hobby";"";"";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"Ja";"1";"1";"0";"0";"0";"1";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Litt enig";"Helt enig";"Litt enig";"Helt enig";"Helt enig";"Litt enig";"Helt uenig";"Ganske sannsynlig";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"123711"
"40048360";"2026-01-14T12:00:42+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"35–44 år";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"0";"0";"0";"0";"";"Helt uenig";"Litt uenig";"Helt uenig";"Helt uenig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Anser ikke KI som en trussel mot klassisk musikk";"109593"
"40048362";"2026-01-14T12:00:46+01:00";"Artist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"1";"1";"0";"0";"";"Litt enig";"Verken enig eller uenig";"Helt uenig";"Verken enig eller uenig";"Helt enig";"Litt enig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"181613"
"40048367";"2026-01-14T12:00:57+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"1";"1";"0";"0";"";"Helt enig";"Litt enig";"Litt uenig";"Verken enig eller uenig";"Helt enig";"Litt enig";"Helt uenig";"Verken sannsynlig eller usannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"KI er überhypa! ;-)";"278751"
"40048370";"2026-01-14T12:01:01+01:00";"Låtskriver / komponist";"";"Annet";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"1";"0";"1";"0";"1";"0";"1";"Ja";"1";"1";"0";"0";"0";"0";"0";"1";"0";"";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Helt uenig";"Helt uenig";"Helt enig";"Litt enig";"Helt enig";"Helt enig";"Litt uenig";"Svært sannsynlig";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"";"185568"
"40048426";"2026-01-14T12:02:19+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"1";"";"Helt enig";"Helt uenig";"Helt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"222639"
"40048462";"2026-01-14T12:03:10+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"35–44 år";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"Ja";"1";"1";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Helt uenig";"Helt uenig";"Litt enig";"Litt enig";"Helt enig";"Verken enig eller uenig";"Litt enig";"Verken sannsynlig eller usannsynlig";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"";"385106"
"40048469";"2026-01-14T12:03:18+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"45–54 år";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"1";"1";"0";"0";"1";"0";"";"Litt enig";"Litt enig";"Litt enig";"Litt enig";"Verken enig eller uenig";"Verken enig eller uenig";"Verken enig eller uenig";"Verken sannsynlig eller usannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"195471"
"40048491";"2026-01-14T12:04:04+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"4–7 år";"25–34 år";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"Ja";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Helt enig";"Helt enig";"Litt uenig";"Helt uenig";"Helt enig";"Litt uenig";"Verken enig eller uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"148644"
"40048504";"2026-01-14T12:04:23+01:00";"Student";"";"";"mer enn 8 år";"18–24 år";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"1";"0";"0";"";"Litt uenig";"Litt uenig";"Verken enig eller uenig";"Litt uenig";"Helt enig";"Litt uenig";"Litt uenig";"Lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"147937"
"40048509";"2026-01-14T12:04:33+01:00";"Artist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"18–24 år";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"1";"0";"0";"";"Litt enig";"Litt enig";"Helt uenig";"Helt uenig";"Helt enig";"Litt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"403388"
"40048543";"2026-01-14T12:05:20+01:00";"Utøvende musiker";"";"Hobby (ingen inntekt fra musikk)";"mer enn 8 år";"45–54 år";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"1";"0";"0";"";"Litt uenig";"Verken enig eller uenig";"Helt enig";"Litt enig";"Verken enig eller uenig";"Litt enig";"Litt enig";"Ganske sannsynlig";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"160524"
"40048547";"2026-01-14T12:05:26+01:00";"Annet";"";"";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"0";"0";"0";"";"Helt enig";"Litt enig";"Helt uenig";"Helt uenig";"Helt enig";"Litt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"180346"
"40048555";"2026-01-14T12:05:41+01:00";"Artist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"45–54 år";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"0";"0";"0";"";"Helt uenig";"Verken enig eller uenig";"Verken enig eller uenig";"Litt enig";"Helt enig";"Litt enig";"Helt uenig";"Verken sannsynlig eller usannsynlig";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"";"435347"
"40048564";"2026-01-14T12:05:57+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"45–54 år";"1";"0";"1";"1";"1";"0";"0";"0";"0";"1";"Ja";"1";"1";"0";"1";"0";"1";"0";"1";"1";"Lastet opp egne låter ned tekst, melodi og akkorder og fått KI til å arrangere og «fremføre»";"0";"0";"0";"0";"0";"0";"0";"Ofte (flere ganger i måneden)";"Litt uenig";"Helt uenig";"Helt enig";"Helt enig";"Litt enig";"Litt enig";"Litt enig";"Svært sannsynlig";"1";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"Jeg er stort sett positiv til AI-musikk fordi jeg ser på det som et kreativt verktøy, ikke en erstatning for mennesker. Jeg har selv komponert musikk siden jeg var liten, laget tusenvis av låter og låtidéer, stått på mange scener, spilt i flere band og gitt ut musikk, og for meg har musikk alltid først og fremst handlet om uttrykk, samspill og formidling. Historisk sett utgjør innspilt og digital musikk bare en svært liten del av musikkens historie – i det meste av menneskets musikalske tradisjon har musikk vært noe som skjedde live, mellom mennesker, i øyeblikket. Mange er skeptiske til AI fordi teknologien er trent på eksisterende musikk, men også mennesker skaper musikk ved å la seg inspirere av det de har hørt før, bevisst og ubevisst. Ofte kan man si at jo mindre musikk en har hørt, desto tydeligere låner man fra få forbilder, mens en teknologi trent på svært mye musikk i praksis henter små elementer fra mange. AI kan senke terskelen for skaperglede og hjelpe ideer ut i verden, samtidig som jeg tror at livefremføring, ekte samspill og menneskelig tilstedeværelse vil bli stadig viktigere. Utfordringer knyttet til etikk og opphavsrett er reelle og må tas på alvor, men jeg mener dialog, regulering og bevisst bruk er mer konstruktivt enn frykt og polarisering.";"2339229"
"40048569";"2026-01-14T12:06:09+01:00";"Hobby";"";"";"mer enn 8 år";"45–54 år";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"0";"1";"0";"0";"";"Litt enig";"Helt uenig";"Helt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"243870"
"40048572";"2026-01-14T12:06:15+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"45–54 år";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"Ja";"1";"1";"0";"0";"0";"1";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Helt uenig";"Helt uenig";"Helt enig";"Helt enig";"Helt enig";"Helt enig";"Helt enig";"Svært sannsynlig";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"";"132130"
"40048593";"2026-01-14T12:06:54+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"35–44 år";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Ja";"1";"0";"0";"0";"1";"0";"0";"0";"1";"Har brukt det en del til idèer rundt arrangering av ferdige låter.";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Litt uenig";"Helt uenig";"Helt enig";"Helt enig";"Helt enig";"Litt enig";"Litt enig";"Svært sannsynlig";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"";"281938"
"40048596";"2026-01-14T12:07:00+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"45–54 år";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Ja";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Svært ofte (nesten hver uke eller oftere)";"Litt enig";"Litt enig";"Helt enig";"Helt enig";"Helt enig";"Litt enig";"Verken enig eller uenig";"Svært sannsynlig";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"";"260347"
"40048621";"2026-01-14T12:07:36+01:00";"Hobby";"";"";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"1";"1";"0";"0";"";"Helt enig";"Helt enig";"Helt uenig";"Helt uenig";"Helt uenig";"Helt uenig";"Helt enig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Som all øvrig problematikk vedrørende algoritmer, singularitet, grensesnitt og konsentrasjon av eierskap er det ingen grunn til å tro at AI- genert musikk vil gavne musikere og opphavspersoner i fremtiden.";"397462"
"40048627";"2026-01-14T12:07:50+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"1–3 år";"45–54 år";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"1";"0";"0";"";"Helt enig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"186960"
"40048631";"2026-01-14T12:08:00+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"45–54 år";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Ja";"0";"0";"1";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Verken enig eller uenig";"Litt enig";"Litt enig";"Litt enig";"Helt enig";"Helt enig";"Litt uenig";"Svært sannsynlig";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"146019"
"40048632";"2026-01-14T12:08:00+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Ja";"0";"0";"0";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Svært ofte (nesten hver uke eller oftere)";"Helt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Svært sannsynlig";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"172474"
"40048633";"2026-01-14T12:08:01+01:00";"Musikkprodusent";"Jobber deltid/frilans ved siden av annet arbeid";"";"mer enn 8 år";"35–44 år";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"Ja";"1";"0";"1";"1";"0";"0";"0";"1";"1";"Stemmetransformasjon til instrumentet med IK Multimedias Resing plugin";"0";"0";"0";"0";"0";"0";"0";"Ofte (flere ganger i måneden)";"Litt enig";"Verken enig eller uenig";"Helt enig";"Helt enig";"Helt enig";"Helt enig";"Helt uenig";"Svært sannsynlig";"1";"0";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"";"129648"
"40048638";"2026-01-14T12:08:20+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"1";"0";"1";"0";"1";"0";"Ja";"0";"0";"0";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Litt enig";"Helt enig";"Litt enig";"Litt enig";"Helt enig";"Litt uenig";"Helt uenig";"Verken sannsynlig eller usannsynlig";"0";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"";"227734"
"40048653";"2026-01-14T12:08:48+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"35–44 år";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"0";"0";"0";"";"Helt enig";"Helt enig";"Helt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Jeg som sanger, låtskriver og komponist er totalt imot KI. Dette er svært ødeleggende, for oss som arbeider seriøst med musikk. Dette stjeler også vårt arbeid.";"426390"
"40048663";"2026-01-14T12:09:08+01:00";"Musikkprodusent";"Profesjonell frilans musikkprodusent";"";"mer enn 8 år";"25–34 år";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"1";"1";"0";"0";"";"Verken enig eller uenig";"Litt enig";"Helt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Sikkert artig for ikke-musikere å lage tullesanger med, men helt unyttig i en faktisk studiosammenheng.";"276575"
"40048667";"2026-01-14T12:09:14+01:00";"Hobby";"";"";"mer enn 8 år";"45–54 år";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"1";"0";"0";"";"Litt enig";"Verken enig eller uenig";"Litt uenig";"Litt enig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Verken sannsynlig eller usannsynlig";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"88993"
